response_variable_name	database_identifier	database_namespace	treatment	signal_intensity
UBL5	Q9BZL1	uniprot	Control 6h_3	49.64944465
LMO7	Q8WWI1	uniprot	Control 6h_3	46.23578379
THOP1	P52888	uniprot	Control 6h_3	55.11255791
QARS	P47897	uniprot	Control 6h_3	56.27833766
BAG3	O95817	uniprot	Control 6h_3	69.62720357
SRP9; SRP9P1	P49458	uniprot	Control 6h_3	39.85656323
RPL30	P62888	uniprot	Control 6h_3	59.83619575
HNRNPH2	P55795	uniprot	Control 6h_3	58.61190321
ARPC4	P59998	uniprot	Control 6h_3	41.98248543
PICALM	Q13492	uniprot	Control 6h_3	44.50659365
EIF3L	Q9Y262	uniprot	Control 6h_3	63.21764296
HADHA	P40939	uniprot	Control 6h_3	39.14057119
HNRNPA0	Q13151	uniprot	Control 6h_3	51.6277059
IFNGR1	P15260	uniprot	Control 6h_3	65.65532437
CHAMP1	Q96JM3	uniprot	Control 6h_3	37.60353093
LIPA	P38571	uniprot	Control 6h_3	34.76080695
TGFBI	Q15582	uniprot	Control 6h_3	59.26532621
GANAB	Q14697	uniprot	Control 6h_3	68.12785211
PCBD1	P61457	uniprot	Control 6h_3	66.9578789
CLIC1	O00299	uniprot	Control 6h_3	68.5906435
NOP56	O00567	uniprot	Control 6h_3	93.0432273
GPR64; ADGRG2	Q8IZP9	uniprot	Control 6h_3	43.67262410000001
B2M	P61769	uniprot	Control 6h_3	55.85282091
CPSF7	Q8N684	uniprot	Control 6h_3	38.24524662
SERPINB1	P30740	uniprot	Control 6h_3	35.48210745
AKR1C3	P42330	uniprot	Control 6h_3	39.9421511
ETFB	P38117	uniprot	Control 6h_3	52.705985899999995
AGT	P01019	uniprot	Control 6h_3	55.51441815
NOLC1	Q14978	uniprot	Control 6h_3	106.3152305
IDI1	Q13907	uniprot	Control 6h_3	32.12251428
RPS16	P62249	uniprot	Control 6h_3	42.54717574
LMNA	P02545	uniprot	Control 6h_3	0.0
DCAF13	Q9NV06	uniprot	Control 6h_3	51.44831054
RPN2	P04844	uniprot	Control 6h_3	60.22482222
EEF2	P13639	uniprot	Control 6h_3	188.70171489999998
CS	O75390	uniprot	Control 6h_3	38.54048992
PRPF6	O94906	uniprot	Control 6h_3	66.33297148
GRB2	P62993	uniprot	Control 6h_3	55.73219845
GALNT2	Q10471	uniprot	Control 6h_3	38.97248937
PPIB	P23284	uniprot	Control 6h_3	66.47725886
M6PR	P20645	uniprot	Control 6h_3	30.08108369
RAN	P62826	uniprot	Control 6h_3	76.4337622
EIF3G	O75821	uniprot	Control 6h_3	51.13688499
DNAJB1	P25685	uniprot	Control 6h_3	36.79436511
YTHDF2	Q9Y5A9	uniprot	Control 6h_3	25.07111296
RUVBL2	Q9Y230	uniprot	Control 6h_3	0.499052845
GARS	P41250	uniprot	Control 6h_3	39.99772902
CFL1	P23528	uniprot	Control 6h_3	55.37029519
SLC25A1	P53007	uniprot	Control 6h_3	31.00402478
PDXK	O00764	uniprot	Control 6h_3	47.94399768
EIF2S3	P41091	uniprot	Control 6h_3	50.74213734
RNF113A	O15541	uniprot	Control 6h_3	42.4509196
SQSTM1	Q13501	uniprot	Control 6h_3	59.24722352
HEXB	P07686	uniprot	Control 6h_3	41.6820516
STX12	Q86Y82	uniprot	Control 6h_3	32.98133339
ECHS1	P30084	uniprot	Control 6h_3	30.51175699
RBM28	Q9NW13	uniprot	Control 6h_3	35.35624752
RPL9	P32969	uniprot	Control 6h_3	55.89047458
SHMT2	P34897	uniprot	Control 6h_3	34.31871086
AHSA1	O95433	uniprot	Control 6h_3	55.409076899999995
SRM	P19623	uniprot	Control 6h_3	36.34758851
SF1	Q15637	uniprot	Control 6h_3	34.87681945
ATP6V1E1	P36543	uniprot	Control 6h_3	37.58047859
SERPINH1	P50454	uniprot	Control 6h_3	79.65564196
G3BP2	Q9UN86	uniprot	Control 6h_3	38.01467921
TPD52L2	O43399	uniprot	Control 6h_3	54.55472982
GSPT1	P15170	uniprot	Control 6h_3	49.37127043
KIAA0020; PUM3	Q15397	uniprot	Control 6h_3	66.40390825
VAPA	Q9P0L0	uniprot	Control 6h_3	49.29680641
RPS29	P62273	uniprot	Control 6h_3	35.8177115
ATP1B1	P05026	uniprot	Control 6h_3	36.17934668
MACC1	Q6ZN28	uniprot	Control 6h_3	48.36318729
IGHV3-21	A0A0B4J1V1	uniprot	Control 6h_3	38.58240935
FASTKD3	Q14CZ7	uniprot	Control 6h_3	34.02948156
HEBP1	Q9NRV9	uniprot	Control 6h_3	56.06022905
EEF1G	P26641	uniprot	Control 6h_3	64.3702135
LRP1	Q07954	uniprot	Control 6h_3	39.90758017
RPL23	P62829	uniprot	Control 6h_3	57.97262113
BCAP31	P51572	uniprot	Control 6h_3	58.91422291
RPL13	P26373	uniprot	Control 6h_3	99.36979062
GOLM1	Q8NBJ4	uniprot	Control 6h_3	36.03668895
SRSF5	Q13243	uniprot	Control 6h_3	28.43595195
U2AF2	P26368	uniprot	Control 6h_3	43.30374555
CDHR5	Q9HBB8	uniprot	Control 6h_3	61.87809758
MIF	P14174	uniprot	Control 6h_3	56.70394827
MOB1B	Q7L9L4	uniprot	Control 6h_3	38.72002718
RAB6A	P20340	uniprot	Control 6h_3	64.03696834
SCO2	O43819	uniprot	Control 6h_3	35.9816729
TJP1	Q07157	uniprot	Control 6h_3	33.95031731
EIF3I	Q13347	uniprot	Control 6h_3	53.95057381
PIR	O00625	uniprot	Control 6h_3	22.74499457
RBMX	P38159	uniprot	Control 6h_3	29.50298505
GFM1	Q96RP9	uniprot	Control 6h_3	37.54527433
ANXA6	P08133	uniprot	Control 6h_3	9.042639397
TM4SF1	P30408	uniprot	Control 6h_3	19.06364697
STAT1	P42224	uniprot	Control 6h_3	41.98406668
RAB8A	P61006	uniprot	Control 6h_3	35.36514371
NDUFAF7	Q7L592	uniprot	Control 6h_3	38.5168354
IMPDH2	P12268	uniprot	Control 6h_3	46.18044142
NUP85	Q9BW27	uniprot	Control 6h_3	32.03836419
UGP2	Q16851	uniprot	Control 6h_3	41.09702365
GCDH	Q92947	uniprot	Control 6h_3	17.5584462
NCAPH	Q15003	uniprot	Control 6h_3	24.32257478
S100A4	P26447	uniprot	Control 6h_3	8.009938402000001
TCOF1	Q13428	uniprot	Control 6h_3	29.10137571
DSTN	P60981	uniprot	Control 6h_3	26.59860493
RPL32	P62910	uniprot	Control 6h_3	50.17573159
ZYX	Q15942	uniprot	Control 6h_3	31.69723769
AGL	P35573	uniprot	Control 6h_3	25.28784417
CSRP1	P21291	uniprot	Control 6h_3	13.71054369
TRAM1	Q15629	uniprot	Control 6h_3	42.29144539
L1CAM	P32004	uniprot	Control 6h_3	52.13163108
TAGLN	Q01995	uniprot	Control 6h_3	0.0
SRP72	O76094	uniprot	Control 6h_3	29.85711386
USP14	P54578	uniprot	Control 6h_3	30.46650299
SNRPA1	P09661	uniprot	Control 6h_3	18.7138281
RAB5C	P51148	uniprot	Control 6h_3	27.3743878
DBNL	Q9UJU6	uniprot	Control 6h_3	29.26182339
ETFA	P13804	uniprot	Control 6h_3	32.32438997
COX6B1	P14854	uniprot	Control 6h_3	29.373757399999995
CCT3	P49368	uniprot	Control 6h_3	68.90213309
PTPN1	P18031	uniprot	Control 6h_3	13.23507414
RRM1	P23921	uniprot	Control 6h_3	50.46842504
TXNDC5	Q8NBS9	uniprot	Control 6h_3	22.21086306
HSP90AA1	P07900	uniprot	Control 6h_3	110.84722079999999
CMPK1	P30085	uniprot	Control 6h_3	46.71012321
PBRM1	Q86U86	uniprot	Control 6h_3	31.62491389
CDC27	P30260	uniprot	Control 6h_3	26.55640427
ESYT1	Q9BSJ8	uniprot	Control 6h_3	42.41837096
GLUD1	P00367	uniprot	Control 6h_3	69.76035043
CORO1C	Q9ULV4	uniprot	Control 6h_3	30.92035178
APOB	P04114	uniprot	Control 6h_3	32.98094469
SRI	P30626	uniprot	Control 6h_3	30.49463874
ATP6V0D1	P61421	uniprot	Control 6h_3	44.00370199
MARS	P56192	uniprot	Control 6h_3	41.09828896
CORO1B	Q9BR76	uniprot	Control 6h_3	29.538049100000002
EIF4G2	P78344	uniprot	Control 6h_3	40.64201638
ERMP1	Q7Z2K6	uniprot	Control 6h_3	31.12303119
TROVE2	P10155	uniprot	Control 6h_3	40.03711818
MAP1LC3B	Q9GZQ8	uniprot	Control 6h_3	31.53667943
NMT1	P30419	uniprot	Control 6h_3	59.8931436
PSMD8	P48556	uniprot	Control 6h_3	37.88281297
NUP205	Q92621	uniprot	Control 6h_3	33.37969618
RPL18A	Q02543	uniprot	Control 6h_3	38.85280827
HJURP	Q8NCD3	uniprot	Control 6h_3	31.74832263
ATP6V1A	P38606	uniprot	Control 6h_3	57.17030863
MAP7D1	Q3KQU3	uniprot	Control 6h_3	25.38541831
PABPC1	P11940	uniprot	Control 6h_3	50.94234432
DHCR7	Q9UBM7	uniprot	Control 6h_3	24.07264394
HNRNPAB	Q99729	uniprot	Control 6h_3	50.47517588
ADRM1	Q16186	uniprot	Control 6h_3	26.30130355
RNH1	P13489	uniprot	Control 6h_3	29.30943192
PRDX3	P30048	uniprot	Control 6h_3	30.50574244
GPRC5A	Q8NFJ5	uniprot	Control 6h_3	32.58662901
SRSF3	P84103	uniprot	Control 6h_3	37.05565881
LARP1	Q6PKG0	uniprot	Control 6h_3	49.13375004
CNN3	Q15417	uniprot	Control 6h_3	22.62990136
STOM	P27105	uniprot	Control 6h_3	5.8281175
CUL1	Q13616	uniprot	Control 6h_3	35.27271333
COPA	P53621	uniprot	Control 6h_3	6.616239697999999
HDLBP	Q00341	uniprot	Control 6h_3	42.52821945
EIF3B	P55884	uniprot	Control 6h_3	50.5809561
PYGL	P06737	uniprot	Control 6h_3	28.276713899999997
HTATIP2	Q9BUP3	uniprot	Control 6h_3	41.92227797
MORF4L2	Q15014	uniprot	Control 6h_3	22.73349753
SDHD	O14521	uniprot	Control 6h_3	17.75611816
PDE3A	Q14432	uniprot	Control 6h_3	30.0811262
RPN1	P04843	uniprot	Control 6h_3	36.54085813
USP5	P45974	uniprot	Control 6h_3	45.91094575
TUBG1	P23258	uniprot	Control 6h_3	48.29394783
SLC39A14	Q15043	uniprot	Control 6h_3	48.25073443
PPP3CA	Q08209	uniprot	Control 6h_3	21.59985976
EPCAM	P16422	uniprot	Control 6h_3	35.56292086
CTSH	P09668	uniprot	Control 6h_3	37.70640467
TPM1	P09493	uniprot	Control 6h_3	51.59086839
HSPE1	P61604	uniprot	Control 6h_3	159.75236740000003
IGF2R	P11717	uniprot	Control 6h_3	43.31095534
SSR4	P51571	uniprot	Control 6h_3	31.72081509
RPS8	P62241	uniprot	Control 6h_3	52.09892943
DUT	P33316	uniprot	Control 6h_3	27.21869268
PXDN	Q92626	uniprot	Control 6h_3	13.48636178
CYB5A	P00167	uniprot	Control 6h_3	18.96318883
EIF5	P55010	uniprot	Control 6h_3	39.46474765
UBE2C	O00762	uniprot	Control 6h_3	33.11504054
DDAH1	O94760	uniprot	Control 6h_3	20.60289114
MDH1	P40925	uniprot	Control 6h_3	29.33269588
DNAJC7	Q99615	uniprot	Control 6h_3	18.33901502
HNRNPC	P07910	uniprot	Control 6h_3	46.41527239
TBL2	Q9Y4P3	uniprot	Control 6h_3	29.04694884
DNAJA2	O60884	uniprot	Control 6h_3	25.62121437
RPL13A	P40429	uniprot	Control 6h_3	62.96617459
ATXN2L	Q8WWM7	uniprot	Control 6h_3	22.29596739
NDUFB10	O96000	uniprot	Control 6h_3	34.46890834
PSMD4	P55036	uniprot	Control 6h_3	28.60381526
P4HA1	P13674	uniprot	Control 6h_3	14.14543218
PSMC6	P62333	uniprot	Control 6h_3	23.96927051
TSPO	P30536	uniprot	Control 6h_3	27.65581459
RHEB	Q15382	uniprot	Control 6h_3	20.80974241
RANBP2	P49792	uniprot	Control 6h_3	8.701104225
IKBIP	Q70UQ0	uniprot	Control 6h_3	20.84178766
COPS3	Q9UNS2	uniprot	Control 6h_3	37.8756625
ACIN1	Q9UKV3	uniprot	Control 6h_3	16.37186331
EHD4	Q9H223	uniprot	Control 6h_3	36.55823923
DYNLRB1	Q9NP97	uniprot	Control 6h_3	27.18642022
TRIM28	Q13263	uniprot	Control 6h_3	55.34736545
TAPBP	O15533	uniprot	Control 6h_3	34.74052554
RBM3	P98179	uniprot	Control 6h_3	42.03021978
EIF2S2	P20042	uniprot	Control 6h_3	48.11067816
NUP210	Q8TEM1	uniprot	Control 6h_3	19.0370617
SLC25A24	Q6NUK1	uniprot	Control 6h_3	0.0
RPL18	Q07020	uniprot	Control 6h_3	35.96567054
RPL26	P61254	uniprot	Control 6h_3	22.20435117
SUCLG1	P53597	uniprot	Control 6h_3	24.305574
SRSF9	Q13242	uniprot	Control 6h_3	28.68007797
PDIA4	P13667	uniprot	Control 6h_3	52.54634556
DDR2	Q16832	uniprot	Control 6h_3	35.06025315
ASPH	Q12797	uniprot	Control 6h_3	27.93778943
CRK	P46108	uniprot	Control 6h_3	22.64556279
NAA50	Q9GZZ1	uniprot	Control 6h_3	33.16136148
PRRC1	Q96M27	uniprot	Control 6h_3	16.95711298
HN1L; JPT2	Q9H910	uniprot	Control 6h_3	52.91212327
RPL34	P49207	uniprot	Control 6h_3	67.61015001
ALDH7A1	P49419	uniprot	Control 6h_3	13.02111098
TUBB	P07437	uniprot	Control 6h_3	26.25622368
SMC3	Q9UQE7	uniprot	Control 6h_3	56.80206208
GOT1	P17174	uniprot	Control 6h_3	32.61731403
HNRNPH1	P31943	uniprot	Control 6h_3	29.88687421
PSMB6	P28072	uniprot	Control 6h_3	19.4314188
HADHB	P55084	uniprot	Control 6h_3	53.18600010000001
GNS	P15586	uniprot	Control 6h_3	5.454584065
UQCC; UQCC1	Q9NVA1	uniprot	Control 6h_3	29.69140313
MTAP	Q13126	uniprot	Control 6h_3	23.43986212
ATP5C1	P36542	uniprot	Control 6h_3	32.01587537
KTN1	Q86UP2	uniprot	Control 6h_3	28.40291945
SELENBP1	Q13228	uniprot	Control 6h_3	9.453847595
PHB2	Q99623	uniprot	Control 6h_3	24.33171031
SSR2	P43308	uniprot	Control 6h_3	29.37113423
DAP	P51397	uniprot	Control 6h_3	32.35540271
TGM2	P21980	uniprot	Control 6h_3	35.930831899999994
SMS	P52788	uniprot	Control 6h_3	31.93648456
COPB2	P35606	uniprot	Control 6h_3	37.97949385
UGGT1	Q9NYU2	uniprot	Control 6h_3	35.69759305
MYADM	Q96S97	uniprot	Control 6h_3	11.6827121
HNRNPF	P52597	uniprot	Control 6h_3	30.24378454
ATP6V1B2	P21281	uniprot	Control 6h_3	28.17276836
EIF6	P56537	uniprot	Control 6h_3	96.64732415
ATAD3A	Q9NVI7	uniprot	Control 6h_3	31.31124329
POLD3	Q15054	uniprot	Control 6h_3	25.47688405
GSTO1	P78417	uniprot	Control 6h_3	40.21453791
CIAPIN1	Q6FI81	uniprot	Control 6h_3	40.54939111
SRRM1	Q8IYB3	uniprot	Control 6h_3	25.55180676
CAPRIN1	Q14444	uniprot	Control 6h_3	18.166246899999997
COPB1	P53618	uniprot	Control 6h_3	27.81627914
CHMP4B	Q9H444	uniprot	Control 6h_3	25.85069324
PFAS	O15067	uniprot	Control 6h_3	17.60768789
TECR	Q9NZ01	uniprot	Control 6h_3	20.123443100000003
AKAP8L	Q9ULX6	uniprot	Control 6h_3	17.39302934
ALYREF	Q86V81	uniprot	Control 6h_3	44.48106282
ACAT1	P24752	uniprot	Control 6h_3	21.86475721
OLA1	Q9NTK5	uniprot	Control 6h_3	17.57739277
EIF3F	O00303	uniprot	Control 6h_3	31.96304125
HBS1L	Q9Y450	uniprot	Control 6h_3	23.49057682
OCIAD1	Q9NX40	uniprot	Control 6h_3	21.41647504
RPS7	P62081	uniprot	Control 6h_3	25.21121322
RPL31	P62899	uniprot	Control 6h_3	32.32939803
RPS15A	P62244	uniprot	Control 6h_3	39.97410063
PAFAH1B2	P68402	uniprot	Control 6h_3	11.77073811
HCFC1	P51610	uniprot	Control 6h_3	13.17777925
PEG10	Q86TG7	uniprot	Control 6h_3	20.81441949
ABCF1	Q8NE71	uniprot	Control 6h_3	36.72362835
TNFAIP8	O95379	uniprot	Control 6h_3	14.32413451
RPL19	P84098	uniprot	Control 6h_3	48.43345581
PPHLN1	Q8NEY8	uniprot	Control 6h_3	17.02732692
ADPGK	Q9BRR6	uniprot	Control 6h_3	16.60064995
CD63	P08962	uniprot	Control 6h_3	20.48297764
SLC35B2	Q8TB61	uniprot	Control 6h_3	15.77740538
PDLIM1	O00151	uniprot	Control 6h_3	28.630906099999997
CAD	P27708	uniprot	Control 6h_3	27.66089601
PRKCSH	P14314	uniprot	Control 6h_3	25.4303535
TPT1	P13693	uniprot	Control 6h_3	65.00714682
CAND1	Q86VP6	uniprot	Control 6h_3	15.73549005
TARDBP	Q13148	uniprot	Control 6h_3	17.83111446
HP1BP3	Q5SSJ5	uniprot	Control 6h_3	48.36079929
CYB5B	O43169	uniprot	Control 6h_3	26.81414393
G3BP1	Q13283	uniprot	Control 6h_3	67.87952790000001
TRIM16	O95361	uniprot	Control 6h_3	25.76913768
SCP2	P22307	uniprot	Control 6h_3	22.65851502
SPATA5L1	Q9BVQ7	uniprot	Control 6h_3	21.90247291
HMGCS1	Q01581	uniprot	Control 6h_3	15.99715951
TRMT1	Q9NXH9	uniprot	Control 6h_3	18.93608874
HNRNPH3	P31942	uniprot	Control 6h_3	18.89851299
ECH1	Q13011	uniprot	Control 6h_3	15.5148941
ARHGAP17	Q68EM7	uniprot	Control 6h_3	26.13326961
BAG6	P46379	uniprot	Control 6h_3	13.62148841
PPP1CA	P62136	uniprot	Control 6h_3	27.35912157
SHC1	P29353	uniprot	Control 6h_3	26.93792937
TMED5	Q9Y3A6	uniprot	Control 6h_3	25.55272443
EFTUD2	Q15029	uniprot	Control 6h_3	41.3714823
RPL11	P62913	uniprot	Control 6h_3	28.48201263
IDI2	Q9BXS1	uniprot	Control 6h_3	15.31620534
	Q99873	uniprot	Control 6h_3	32.11800064
GPD2	P43304	uniprot	Control 6h_3	30.19583344
IDH3A	P50213	uniprot	Control 6h_3	33.14995513
PFDN2	Q9UHV9	uniprot	Control 6h_3	0.0
TOP1	P11387	uniprot	Control 6h_3	43.38943887
TMEM160	Q9NX00	uniprot	Control 6h_3	12.78144123
CTNNBL1	Q8WYA6	uniprot	Control 6h_3	21.55419293
CSDE1	O75534	uniprot	Control 6h_3	62.84164668
USP47	Q96K76	uniprot	Control 6h_3	24.79414259
CARS2	Q9HA77	uniprot	Control 6h_3	22.83170747
PPA1	Q15181	uniprot	Control 6h_3	40.95381459
AP1B1	Q10567	uniprot	Control 6h_3	34.45467469
STAT3	P40763	uniprot	Control 6h_3	31.64694197
SLC25A5	P05141	uniprot	Control 6h_3	49.76644823
PSMB3	P49720	uniprot	Control 6h_3	47.39487255
COPS6	Q7L5N1	uniprot	Control 6h_3	29.0302099
YWHAB	P31946	uniprot	Control 6h_3	24.34452356
UBQLN2	Q9UHD9	uniprot	Control 6h_3	17.51425594
CIRBP	Q14011	uniprot	Control 6h_3	30.06661455
PSMC1	P62191	uniprot	Control 6h_3	20.68223915
PAPSS2	O95340	uniprot	Control 6h_3	20.95013702
AP2A1	O95782	uniprot	Control 6h_3	29.91174859
APEH	P13798	uniprot	Control 6h_3	16.38386957
CISD2	Q8N5K1	uniprot	Control 6h_3	18.38371643
MAPRE1	Q15691	uniprot	Control 6h_3	26.15325491
PCID2	Q5JVF3	uniprot	Control 6h_3	22.10808953
MYO1D	O94832	uniprot	Control 6h_3	16.69899906
NDUFB3	O43676	uniprot	Control 6h_3	26.20843021
ROR2	Q01974	uniprot	Control 6h_3	22.23228662
CAT	P04040	uniprot	Control 6h_3	18.02096213
ENAH	Q8N8S7	uniprot	Control 6h_3	25.00524209
PFDN5	Q99471	uniprot	Control 6h_3	15.40613425
HNRNPUL2	Q1KMD3	uniprot	Control 6h_3	34.1973749
SOD1	P00441	uniprot	Control 6h_3	22.48536564
UBR4	Q5T4S7	uniprot	Control 6h_3	20.41122542
COX3	P00414	uniprot	Control 6h_3	16.16932217
CECR5; HDHD5	Q9BXW7	uniprot	Control 6h_3	25.05676064
C19orf21; MISP	Q8IVT2	uniprot	Control 6h_3	13.4649125
NNT	Q13423	uniprot	Control 6h_3	15.89710686
PPP2R5E	Q16537	uniprot	Control 6h_3	21.19225714
MCM7	P33993	uniprot	Control 6h_3	38.47186603
HNRNPR	O43390	uniprot	Control 6h_3	30.25845206
CDK4	P11802	uniprot	Control 6h_3	11.31824257
POLDIP2	Q9Y2S7	uniprot	Control 6h_3	38.54641844
ZSCAN4	Q8NAM6	uniprot	Control 6h_3	23.67649373
ATP5F1	P24539	uniprot	Control 6h_3	30.37462191
GSN	P06396	uniprot	Control 6h_3	30.56078331
RPP30	P78346	uniprot	Control 6h_3	17.8739146
ANXA3	P12429	uniprot	Control 6h_3	18.96624465
DFFA	O00273	uniprot	Control 6h_3	0.0
UTP15	Q8TED0	uniprot	Control 6h_3	24.69509757
UQCR10	Q9UDW1	uniprot	Control 6h_3	16.4884798
FLII	Q13045	uniprot	Control 6h_3	35.91856595
CD99	P14209	uniprot	Control 6h_3	17.56153542
CSTF3	Q12996	uniprot	Control 6h_3	22.2211675
NAPA	P54920	uniprot	Control 6h_3	29.427994199999997
SRSF6	Q13247	uniprot	Control 6h_3	22.84561566
KDELR1	P24390	uniprot	Control 6h_3	16.66769579
HMOX1	P09601	uniprot	Control 6h_3	26.47746173
TYMP; SCO2	P19971	uniprot	Control 6h_3	26.33721439
CUL3	Q13618	uniprot	Control 6h_3	19.5826147
SEC31A	O94979	uniprot	Control 6h_3	23.41706389
TMCO1	Q9UM00	uniprot	Control 6h_3	24.99775115
CPSF1	Q10570	uniprot	Control 6h_3	12.13833813
BRIX1	Q8TDN6	uniprot	Control 6h_3	33.5408849
SNW1	Q13573	uniprot	Control 6h_3	17.05269609
ARFGAP3	Q9NP61	uniprot	Control 6h_3	11.52763004
DCAF7	P61962	uniprot	Control 6h_3	19.4392488
CRYZ	Q08257	uniprot	Control 6h_3	17.06557909
PDXDC1; LOC102724985	Q6P996	uniprot	Control 6h_3	21.09333282
GTPBP4	Q9BZE4	uniprot	Control 6h_3	33.46857785
CSRP2	Q16527	uniprot	Control 6h_3	2.4186464290000003
HEXA	P06865	uniprot	Control 6h_3	16.33062953
IKBKAP; ELP1	O95163	uniprot	Control 6h_3	15.81639512
TTC1	Q99614	uniprot	Control 6h_3	12.94584482
BTF3L4	Q96K17	uniprot	Control 6h_3	23.15942015
ACTR2	P61160	uniprot	Control 6h_3	21.84033607
ARPC3	O15145	uniprot	Control 6h_3	19.92785711
GLYR1	Q49A26	uniprot	Control 6h_3	14.52503622
MRPS7	Q9Y2R9	uniprot	Control 6h_3	21.05587299
ERO1L; ERO1A	Q96HE7	uniprot	Control 6h_3	18.78057887
LRBA	P50851	uniprot	Control 6h_3	21.92982731
TSPYL1	Q9H0U9	uniprot	Control 6h_3	15.54971692
TMEM11	P17152	uniprot	Control 6h_3	18.65258631
GLOD4	Q9HC38	uniprot	Control 6h_3	19.94382812
ACTR3	P61158	uniprot	Control 6h_3	20.97363772
DHCR24	Q15392	uniprot	Control 6h_3	19.07822494
PLRG1	O43660	uniprot	Control 6h_3	14.84001871
COPZ1	P61923	uniprot	Control 6h_3	41.0647211
CCDC124	Q96CT7	uniprot	Control 6h_3	18.70923371
CST3	P01034	uniprot	Control 6h_3	22.32371001
NPEPPS	P55786	uniprot	Control 6h_3	23.64563353
HINT1	P49773	uniprot	Control 6h_3	9.528871157000001
CDK1	P06493	uniprot	Control 6h_3	28.41394857
SLC27A2	O14975	uniprot	Control 6h_3	30.22270496
U2AF1; LOC102724594; U2AF1L5	Q01081	uniprot	Control 6h_3	14.07059215
MRFAP1	Q9Y605	uniprot	Control 6h_3	16.19894239
PEX16	Q9Y5Y5	uniprot	Control 6h_3	9.095672948999999
TKT	P29401	uniprot	Control 6h_3	2.56904605
ACADVL	P49748	uniprot	Control 6h_3	79.3436743
SYNCRIP	O60506	uniprot	Control 6h_3	40.53545702
UFD1L; UFD1	Q92890	uniprot	Control 6h_3	17.84071491
TNPO1	Q92973	uniprot	Control 6h_3	21.88217014
RAD23B	P54727	uniprot	Control 6h_3	29.56342998
DDX27	Q96GQ7	uniprot	Control 6h_3	31.29972322
EIF4A2	Q14240	uniprot	Control 6h_3	28.0501761
PEPD	P12955	uniprot	Control 6h_3	13.37738297
PRPS1	P60891	uniprot	Control 6h_3	12.77203502
BTF3	P20290	uniprot	Control 6h_3	27.67979061
ITFG3; FAM234A	Q9H0X4	uniprot	Control 6h_3	14.54382501
LTA4H	P09960	uniprot	Control 6h_3	42.34696949
PBK	Q96KB5	uniprot	Control 6h_3	1.101210772
BOLA2B; BOLA2; LOC107984053	Q9H3K6	uniprot	Control 6h_3	0.0
BRE; BABAM2	Q9NXR7	uniprot	Control 6h_3	0.0
ADNP	Q9H2P0	uniprot	Control 6h_3	10.80489662
AIFM1	O95831	uniprot	Control 6h_3	8.612083554
NIPSNAP1	Q9BPW8	uniprot	Control 6h_3	11.57415162
PTGES3	Q15185	uniprot	Control 6h_3	0.059067351
EMC4	Q5J8M3	uniprot	Control 6h_3	26.36474362
NR3C1	P04150	uniprot	Control 6h_3	14.64424784
CPT1A	P50416	uniprot	Control 6h_3	12.57517814
CLPP	Q16740	uniprot	Control 6h_3	14.17064791
ANXA11	P50995	uniprot	Control 6h_3	30.32288936
MCAM	P43121	uniprot	Control 6h_3	10.08569271
WLS	Q5T9L3	uniprot	Control 6h_3	15.53894012
TES	Q9UGI8	uniprot	Control 6h_3	21.52635308
API5	Q9BZZ5	uniprot	Control 6h_3	20.64850987
AKAP12	Q02952	uniprot	Control 6h_3	20.25675997
EMC1	Q8N766	uniprot	Control 6h_3	10.098466499999999
H1FX	Q92522	uniprot	Control 6h_3	14.09598146
PGAM5	Q96HS1	uniprot	Control 6h_3	16.37096563
LARS2	Q15031	uniprot	Control 6h_3	22.70635845
TOMM34	Q15785	uniprot	Control 6h_3	25.55005706
TMED4	Q7Z7H5	uniprot	Control 6h_3	20.76759309
ACOT9	Q9Y305	uniprot	Control 6h_3	15.1465246
GMNN	O75496	uniprot	Control 6h_3	17.87542796
CAPZA1	P52907	uniprot	Control 6h_3	2.296558585
PDCD6IP	Q8WUM4	uniprot	Control 6h_3	8.993686017
GTF2F1	P35269	uniprot	Control 6h_3	15.47386412
ATP5J2	P56134	uniprot	Control 6h_3	14.88003053
NUDT2	P50583	uniprot	Control 6h_3	25.08478312
XPNPEP1	Q9NQW7	uniprot	Control 6h_3	11.79024515
F11R	Q9Y624	uniprot	Control 6h_3	20.84329385
HSPA4L	O95757	uniprot	Control 6h_3	17.21621527
ELAVL1	Q15717	uniprot	Control 6h_3	13.28524478
UPF1	Q92900	uniprot	Control 6h_3	11.50063769
HMGN5	P82970	uniprot	Control 6h_3	16.72354034
GHITM	Q9H3K2	uniprot	Control 6h_3	24.39028676
PGP	A6NDG6	uniprot	Control 6h_3	3.767995772
CAMK2D	Q13557	uniprot	Control 6h_3	4.492652085
HSDL2	Q6YN16	uniprot	Control 6h_3	16.77161141
DDX6	P26196	uniprot	Control 6h_3	0.0
MAPRE2	Q15555	uniprot	Control 6h_3	14.12203964
NPEPL1	Q8NDH3	uniprot	Control 6h_3	16.89824473
ALDH1B1	P30837	uniprot	Control 6h_3	28.12999942
LONP1	P36776	uniprot	Control 6h_3	12.57842079
ACSF3	Q4G176	uniprot	Control 6h_3	9.166320711000001
NDUFA2	O43678	uniprot	Control 6h_3	8.064207722
PPIC	P45877	uniprot	Control 6h_3	21.63116293
SERINC1	Q9NRX5	uniprot	Control 6h_3	1.687488742
COPS4	Q9BT78	uniprot	Control 6h_3	0.0
